ae_rest_16,f1,_,_,_,_,_,_,_,_
BERT-XD_Review,0.7859,_,_,_,_,_,_,_,_
BERT-DK,0.7637,_,_,_,_,_,_,_,_
BERT-PT,0.775,_,_,_,_,_,_,_,_
BERT,0.7296,_,_,_,_,_,_,_,_
BERT_Review,0.7747,_,_,_,_,_,_,_,_
ae_laptop_14,f1,_,_,_,_,_,_,_,_
BERT-XD_Review,0.8312,_,_,_,_,_,_,_,_
BERT-DK,0.8331,_,_,_,_,_,_,_,_
BERT-PT,0.829,_,_,_,_,_,_,_,_
BERT,0.7702,_,_,_,_,_,_,_,_
BERT_Review,0.8334,_,_,_,_,_,_,_,_
